CustomerID,Recency,Frequency,Monetary,R_Score,M_Score,F_Score,RFM_Segment,RFM_Score,RF_Segment,Customer_Segment
CUST000359,1260,1,1185.32,1,2,1,112,4,11,Hibernating
CUST000360,96,3,1967.07,5,3,4,533,11,54,Champions
CUST000361,400,4,5319.34,4,5,5,445,13,45,Loyal
CUST000362,139,1,545.13,5,1,1,511,7,51,Promising
CUST000363,257,2,1033.63,4,2,2,422,8,42,Potential Loyalist
CUST000365,1522,1,638.53,1,1,1,111,3,11,Hibernating
CUST000366,1367,2,1130.37,1,2,2,122,5,12,Hibernating
CUST000367,4,3,3367.78,5,5,4,535,13,54,Champions
CUST000368,773,1,2303.63,2,4,1,214,7,21,Hibernating
CUST000369,970,4,3131.52,2,4,5,244,10,25,At Risk
CUST000370,19,1,399.08,5,1,1,511,7,51,Promising
CUST000372,1785,1,396.62,1,1,1,111,3,11,Hibernating
CUST000373,82,5,3070.69,5,4,5,544,13,55,Champions
CUST000374,754,2,732.73,2,2,2,222,6,22,Hibernating
CUST000375,157,2,824.03,5,2,2,522,9,52,Potential Loyalist
CUST000376,1026,1,2018.6,2,3,1,213,6,21,Hibernating
CUST000377,414,2,1481.12,3,3,2,323,8,32,About To Sleep
CUST000378,1314,1,1717.39,1,3,1,113,5,11,Hibernating
CUST000380,328,2,802.83,4,2,2,422,8,42,Potential Loyalist
CUST000381,908,2,934.69,2,2,2,222,6,22,Hibernating
CUST000382,112,3,1729.0700000000002,5,3,4,533,11,54,Champions
CUST000384,968,3,3636.5,2,5,4,235,10,24,At Risk
CUST000385,1031,2,2442.59,2,4,2,224,8,22,Hibernating
CUST000386,1199,3,4708.38,1,5,4,135,9,14,At Risk
CUST000387,202,2,3821.1,4,5,2,425,11,42,Potential Loyalist
CUST000388,737,4,4863.29,2,5,5,245,11,25,At Risk
CUST000389,218,2,1353.64,4,3,2,423,9,42,Potential Loyalist
CUST000390,1050,2,2218.99,2,4,2,224,8,22,Hibernating
CUST000391,115,2,2924.38,5,4,2,524,11,52,Potential Loyalist
CUST000393,330,1,1622.7,4,3,1,413,8,41,Promising
CUST000394,366,2,199.8,4,1,2,421,7,42,Potential Loyalist
CUST000396,228,5,3901.5,4,5,5,445,13,45,Loyal
CUST000397,4,1,695.94,5,2,1,512,8,51,Promising
CUST000398,1009,2,551.45,2,1,2,221,5,22,Hibernating
CUST000399,183,3,1041.05,5,2,4,532,10,54,Champions
CUST000400,1368,1,1533.83,1,3,1,113,5,11,Hibernating
CUST000401,130,2,2218.3,5,4,2,524,11,52,Potential Loyalist
CUST000402,555,2,2083.88,3,3,2,323,8,32,About To Sleep
CUST000403,22,3,1291.94,5,2,4,532,10,54,Champions
CUST000404,984,1,21.89,2,1,1,211,4,21,Hibernating
CUST000405,646,1,228.11,3,1,1,311,5,31,About To Sleep
CUST000406,294,3,2251.38,4,4,4,434,11,44,Loyal
CUST000407,683,1,1043.36,3,2,1,312,6,31,About To Sleep
CUST000408,78,2,854.3900000000001,5,2,2,522,9,52,Potential Loyalist
CUST000409,1115,2,2014.04,1,3,2,123,6,12,Hibernating
CUST000410,291,5,5969.87,4,5,5,445,13,45,Loyal
CUST000411,294,6,4765.58,4,5,5,445,13,45,Loyal
CUST000412,750,3,1705.48,2,3,4,233,8,24,At Risk
CUST000413,346,2,196.26,4,1,2,421,7,42,Potential Loyalist
CUST000414,643,1,1404.09,3,3,1,313,7,31,About To Sleep
CUST000415,54,2,2055.1,5,3,2,523,10,52,Potential Loyalist
CUST000416,818,3,3223.82,2,5,4,235,10,24,At Risk
CUST000417,674,2,1989.66,3,3,2,323,8,32,About To Sleep
CUST000418,761,1,2153.32,2,4,1,214,7,21,Hibernating
CUST000419,835,2,1732.47,2,3,2,223,7,22,Hibernating
CUST000420,699,1,520.47,2,1,1,211,4,21,Hibernating
CUST000423,338,2,3428.98,4,5,2,425,11,42,Potential Loyalist
CUST000424,1770,1,883.22,1,2,1,112,4,11,Hibernating
CUST000425,704,2,2542.84,2,4,2,224,8,22,Hibernating
CUST000426,395,1,1936.49,4,3,1,413,8,41,Promising
CUST000427,4,1,490.89,5,1,1,511,7,51,Promising
CUST000428,888,1,413.32,2,1,1,211,4,21,Hibernating
CUST000429,483,3,1985.52,3,3,4,333,9,34,Loyal
CUST000431,266,3,2645.48,4,4,4,434,11,44,Loyal
CUST000432,642,2,242.5,3,1,2,321,6,32,About To Sleep
CUST000433,78,5,4240.62,5,5,5,545,14,55,Champions
CUST000434,923,1,1740.08,2,3,1,213,6,21,Hibernating
CUST000435,137,3,3605.39,5,5,4,535,13,54,Champions
CUST000436,336,2,4516.87,4,5,2,425,11,42,Potential Loyalist
CUST000438,1647,2,1924.12,1,3,2,123,6,12,Hibernating
CUST000439,1712,1,1824.72,1,3,1,113,5,11,Hibernating
CUST000440,537,4,2921.29,3,4,5,344,11,35,Loyal
CUST000441,1554,1,2035.71,1,3,1,113,5,11,Hibernating
CUST000442,1485,2,1720.72,1,3,2,123,6,12,Hibernating
CUST000443,959,2,439.15,2,1,2,221,5,22,Hibernating
CUST000444,994,1,1018.92,2,2,1,212,5,21,Hibernating
CUST000445,613,4,2871.08,3,4,5,344,11,35,Loyal
CUST000446,35,2,3100.91,5,4,2,524,11,52,Potential Loyalist
CUST000447,61,6,4679.77,5,5,5,545,14,55,Champions
CUST000449,26,3,4869.67,5,5,4,535,13,54,Champions
CUST000450,191,4,4411.53,4,5,5,445,13,45,Loyal
CUST000452,709,1,303.84,2,1,1,211,4,21,Hibernating
CUST000453,240,3,2263.35,4,4,4,434,11,44,Loyal
CUST000454,118,2,2728.45,5,4,2,524,11,52,Potential Loyalist
CUST000455,670,3,3823.3,3,5,4,335,11,34,Loyal
CUST000456,725,3,699.65,2,2,4,232,7,24,At Risk
CUST000457,462,1,636.09,3,1,1,311,5,31,About To Sleep
CUST000458,1277,4,2615.82,1,4,5,144,9,15,At Risk
CUST000459,511,4,5993.9800000000005,3,5,5,345,12,35,Loyal
CUST000460,550,2,900.4,3,2,2,322,7,32,About To Sleep
CUST000461,1441,2,732.8199999999999,1,2,2,122,5,12,Hibernating
CUST000462,151,4,3903.68,5,5,5,545,14,55,Champions
CUST000463,153,3,3741.32,5,5,4,535,13,54,Champions
CUST000464,522,2,1520.94,3,3,2,323,8,32,About To Sleep
CUST000465,1264,1,2569.71,1,4,1,114,6,11,Hibernating
CUST000466,40,5,5865.030000000001,5,5,5,545,14,55,Champions
CUST000467,140,1,241.1,5,1,1,511,7,51,Promising
CUST000468,120,1,1551.74,5,3,1,513,9,51,Promising
CUST000469,88,4,2450.24,5,4,5,544,13,55,Champions
CUST000470,547,3,3492.46,3,5,4,335,11,34,Loyal
CUST000471,1744,1,686.75,1,2,1,112,4,11,Hibernating
CUST000472,1417,2,1843.9,1,3,2,123,6,12,Hibernating
CUST000473,507,1,824.96,3,2,1,312,6,31,About To Sleep
CUST000474,885,1,612.99,2,1,1,211,4,21,Hibernating
CUST000475,793,1,138.52,2,1,1,211,4,21,Hibernating
CUST000476,385,2,3853.65,4,5,2,425,11,42,Potential Loyalist
CUST000477,183,2,3472.48,5,5,2,525,12,52,Potential Loyalist
CUST000478,713,3,5117.389999999999,2,5,4,235,10,24,At Risk
CUST000479,598,1,841.03,3,2,1,312,6,31,About To Sleep
CUST000480,37,2,3165.14,5,4,2,524,11,52,Potential Loyalist
CUST000482,69,1,1135.99,5,2,1,512,8,51,Promising
CUST000483,442,3,1131.52,3,2,4,332,8,34,Loyal
CUST000484,569,2,3297.99,3,5,2,325,10,32,About To Sleep
CUST000485,22,2,1331.18,5,2,2,522,9,52,Potential Loyalist
CUST000486,1654,1,3096.71,1,4,1,114,6,11,Hibernating
CUST000487,1614,1,1175.07,1,2,1,112,4,11,Hibernating
CUST000488,221,5,2262.05,4,4,5,444,12,45,Loyal
CUST000489,256,2,2078.66,4,3,2,423,9,42,Potential Loyalist
CUST000490,231,5,5636.639999999999,4,5,5,445,13,45,Loyal
CUST000491,198,3,879.86,4,2,4,432,9,44,Loyal
CUST000493,770,3,1471.35,2,3,4,233,8,24,At Risk
CUST000495,85,2,1502.4899999999998,5,3,2,523,10,52,Potential Loyalist
CUST000496,1271,1,739.05,1,2,1,112,4,11,Hibernating
CUST000497,307,4,4356.110000000001,4,5,5,445,13,45,Loyal
CUST000498,674,4,4998.37,3,5,5,345,12,35,Loyal
